# adc8 adc7 adc6 adc5 adc4 adc3 adc2 adc1
     23277        -61        -73        -99        -25        -40        -83        -45
     20041        -59        -79        -98        -29        -41        -84        -46
     -4546        -57        -76        -98        -22        -43        -82        -47
    -24460        -59        -77        -97        -21        -36        -88        -46
    -18400        -59        -78        -99        -25        -39        -84        -48
      7721        -57        -75        -98        -23        -38        -88        -47
     25193        -65        -75        -98        -25        -40        -82        -49
     15124        -58        -77        -98        -23        -37        -81        -50
    -11116        -59        -74        -94        -20        -34        -83        -50
    -25760        -61        -79        -98        -22        -39        -85        -46
    -12901        -57        -75       -102        -25        -38        -86        -47
     14238        -61        -80        -97        -22        -33        -84        -44
     25263        -64        -73       -101        -24        -41        -87        -48
      9140        -59        -76        -96        -19        -39        -84        -49
    -16833        -58        -75        -99        -24        -33        -85        -51
    -25171        -61        -78        -97        -23        -41        -86        -48
     -6368        -59        -74        -96        -22        -37        -85        -48
     19573        -61        -77        -98        -23        -40        -83        -47
     23543        -57        -75        -97        -25        -38        -84        -43
      2370        -60        -74        -98        -20        -35        -85        -45
    -21398        -60        -76        -95        -26        -40        -82        -52
    -22667        -59        -80        -96        -21        -36        -82        -47
       681        -56        -80       -100        -21        -35        -88        -47
     23277        -62        -81        -99        -26        -38        -87        -49
     20040        -59        -75        -96        -23        -39        -88        -46
     -4546        -60        -78        -99        -23        -37        -85        -45
    -24465        -62        -77        -98        -23        -37        -87        -48
    -18397        -60        -78       -100        -21        -39        -85        -47
      7722        -58        -77       -100        -23        -39        -85        -49
     25195        -61        -76        -94        -22        -36        -84        -46
     15126        -56        -74        -97        -22        -41        -83        -47
    -11115        -58        -75       -100        -25        -39        -84        -48
    -25766        -60        -70        -97        -25        -35        -85        -49
    -12898        -60        -79        -96        -22        -33        -85        -48
     14243        -61        -72        -96        -22        -37        -82        -46
     25262        -61        -76       -101        -20        -35        -85        -44
      9143        -61        -78       -101        -22        -37        -86        -51
    -16836        -59        -78       -100        -25        -38        -89        -47
    -25161        -59        -75        -94        -21        -38        -87        -46
     -6359        -58        -80        -97        -21        -38        -82        -46
     19574        -61        -76        -97        -24        -38        -88        -48
     23537        -58        -75        -98        -25        -42        -86        -44
      2361        -61        -77        -94        -21        -38        -84        -46
    -21402        -62        -75        -98        -25        -36        -89        -46
    -22666        -62        -74        -98        -21        -35        -84        -50
       675        -58        -76        -97        -24        -35        -85        -47
     23278        -59        -77        -99        -20        -37        -85        -46
     20043        -63        -73       -102        -22        -34        -86        -48
     -4543        -63        -75        -96        -23        -36        -82        -48
    -24464        -64        -78       -100        -20        -37        -83        -49
    -18396        -58        -79        -96        -22        -40        -82        -44
      7731        -65        -75        -99        -23        -38        -80        -43
     25197        -59        -75        -98        -23        -37        -83        -48
     15125        -64        -78        -97        -22        -38        -82        -51
    -11111        -56        -75        -99        -23        -38        -86        -47
    -25761        -61        -74        -99        -23        -39        -84        -45
    -12893        -63        -77        -99        -20        -37        -85        -48
     14246        -59        -75        -96        -26        -37        -81        -48
     25261        -61        -78        -94        -21        -39        -85        -48
      9138        -65        -77        -98        -21        -35        -85        -50
    -16828        -57        -75        -99        -25        -39        -83        -45
    -25167        -59        -80        -97        -23        -37        -85        -49
     -6361        -60        -77        -99        -21        -37        -82        -51
     19578        -61        -77        -97        -23        -38        -85        -47
     23545        -61        -80        -95        -22        -37        -84        -48
      2370        -60        -73        -96        -27        -39        -82        -50
    -21397        -62        -75        -95        -23        -38        -82        -45
    -22667        -61        -76        -99        -25        -38        -85        -47
       670        -57        -78        -97        -22        -36        -82        -47
     23282        -59        -73        -97        -22        -40        -84        -50
     20044        -63        -79        -99        -25        -38        -85        -49
     -4539        -60        -75        -98        -24        -38        -86        -49
    -24467        -61        -77        -99        -25        -37        -83        -50
    -18405        -57        -78        -97        -24        -39        -85        -50
      7729        -56        -77        -99        -25        -34        -81        -49
     25196        -60        -78        -99        -22        -38        -85        -50
     15130        -57        -75        -93        -24        -36        -85        -50
    -11113        -61        -75       -100        -23        -41        -85        -49
    -25761        -60        -78        -98        -20        -33        -85        -45
    -12898        -57        -78        -96        -19        -36        -83        -49
     14247        -61        -76        -99        -25        -36        -82        -44
     25257        -62        -76        -98        -22        -38        -83        -49
      9145        -61        -79        -95        -22        -38        -84        -47
    -16833        -60        -77       -101        -22        -40        -87        -45
    -25161        -63        -78        -97        -26        -40        -82        -49
     -6368        -60        -76       -100        -23        -40        -88        -46
     19570        -61        -79        -97        -21        -39        -86        -45
     23540        -60        -80        -97        -22        -38        -84        -46
      2365        -59        -76        -96        -21        -37        -85        -46
    -21393        -60        -73        -97        -22        -37        -87        -50
    -22667        -55        -75        -95        -20        -35        -88        -48
       675        -61        -75       -101        -23        -37        -79        -46
     23278        -63        -76        -97        -20        -38        -86        -47
     20041        -60        -77        -99        -19        -36        -82        -47
     -4545        -64        -75        -98        -24        -35        -85        -43
    -24466        -60        -75        -98        -23        -39        -80        -47
    -18399        -61        -79        -99        -19        -37        -83        -44
      7734        -61        -77        -96        -20        -35        -86        -49
     25197        -59        -77        -96        -22        -34        -83        -50
     15124        -59        -73        -97        -23        -34        -86        -48
    -11117        -62        -78        -97        -19        -36        -82        -47
    -25763        -58        -78        -98        -23        -35        -86        -50
    -12899        -61        -74       -101        -23        -38        -89        -49
     14247        -59        -76        -97        -27        -37        -85        -48
     25262        -61        -73        -95        -21        -38        -85        -45
      9132        -56        -75        -97        -26        -40        -85        -46
    -16840        -60        -82        -98        -20        -33        -83        -49
    -25165        -57        -77        -99        -25        -39        -85        -46
     -6362        -60        -78        -96        -23        -34        -83        -44
     19573        -59        -76        -96        -24        -38        -84        -48
     23542        -61        -73        -94        -23        -38        -88        -46
      2367        -62        -76        -96        -24        -38        -83        -52
    -21404        -61        -70        -99        -21        -38        -84        -48
    -22664        -61        -80        -97        -23        -39        -82        -49
       674        -59        -74        -99        -20        -37        -80        -46
     23279        -64        -75        -99        -19        -36        -87        -48
     20038        -58        -73        -93        -21        -39        -86        -49
     -4540        -59        -75        -99        -23        -40        -84        -49
    -24466        -60        -77        -97        -19        -37        -79        -48
    -18398        -60        -75        -99        -22        -37        -87        -43
      7725        -60        -79        -96        -28        -34        -88        -47
     25195        -59        -77        -98        -22        -37        -85        -49
     15127        -61        -77        -97        -24        -39        -84        -46
    -11118        -64        -80        -97        -22        -37        -87        -47
    -25763        -60        -74        -97        -22        -37        -85        -46
    -12898        -60        -74        -96        -22        -37        -84        -48
     14245        -61        -79        -95        -21        -37        -84        -50
     25262        -60        -78        -99        -19        -38        -84        -47
      9141        -60        -79        -97        -21        -41        -86        -47
    -16832        -63        -78        -97        -20        -37        -84        -47
    -25167        -60        -74        -95        -22        -37        -86        -49
     -6361        -58        -77        -96        -21        -38        -83        -45
     19585        -58        -78        -99        -24        -36        -85        -47
     23542        -58        -75        -97        -23        -39        -81        -49
      2366        -60        -78       -102        -21        -38        -85        -46
    -21400        -57        -77        -96        -27        -41        -82        -49
    -22666        -61        -79        -98        -22        -37        -84        -52
       675        -58        -78        -99        -21        -41        -85        -48
     23281        -60        -78        -96        -21        -38        -88        -48
     20045        -60        -79       -100        -23        -35        -88        -49
     -4540        -59        -77       -100        -21        -42        -83        -50
    -24476        -59        -75        -98        -20        -36        -84        -45
    -18398        -60        -75        -99        -20        -36        -86        -49
      7723        -61        -75       -100        -26        -38        -85        -47
     25197        -60        -73        -97        -21        -37        -88        -46
     15124        -59        -75        -97        -21        -42        -87        -50
    -11114        -61        -75       -100        -21        -37        -90        -50
    -25765        -56        -73        -97        -24        -40        -87        -48
    -12891        -60        -77        -93        -24        -39        -84        -46
     14238        -62        -76        -96        -24        -36        -85        -47
     25260        -59        -76        -99        -23        -36        -84        -49
      9137        -53        -77       -101        -18        -36        -83        -46
    -16833        -61        -81        -95        -22        -37        -86        -45
    -25160        -61        -77        -99        -25        -40        -88        -47
     -6360        -61        -77        -99        -23        -40        -86        -47
     19579        -58        -76        -98        -18        -36        -83        -49
     23538        -63        -80        -98        -19        -40        -85        -46
      2372        -59        -75        -97        -22        -39        -85        -47
    -21399        -61        -77        -96        -22        -37        -84        -48
    -22666        -57        -76        -97        -20        -38        -85        -46
       685        -61        -79       -100        -22        -35        -87        -50
     23282        -58        -77        -97        -17        -38        -89        -48
     20041        -61        -76        -95        -20        -39        -86        -42
     -4543        -58        -76       -100        -22        -34        -84        -45
    -24466        -61        -72        -99        -20        -35        -84        -48
    -18399        -58        -75       -101        -21        -38        -87        -45
      7724        -65        -76        -94        -22        -36        -84        -46
     25197        -58        -75        -99        -22        -35        -86        -50
     15124        -63        -74       -100        -21        -39        -85        -49
    -11111        -57        -75        -99        -21        -40        -85        -46
    -25764        -58        -79        -95        -23        -35        -89        -47
    -12886        -62        -77        -97        -22        -41        -83        -52
     14246        -62        -78        -98        -22        -41        -87        -48
     25259        -59        -74       -101        -21        -38        -85        -46
      9135        -58        -75        -96        -20        -38        -83        -48
    -16838        -59        -75       -101        -20        -38        -84        -49
    -25162        -61        -78        -98        -22        -33        -85        -48
     -6359        -58        -80        -92        -22        -40        -84        -49
     19579        -61        -79        -97        -23        -39        -87        -47
     23539        -62        -75        -97        -21        -39        -85        -49
      2366        -58        -78        -98        -20        -38        -87        -47
    -21400        -60        -72        -99        -23        -40        -88        -44
    -22663        -58        -75        -95        -26        -36        -87        -43
       670        -63        -77        -98        -18        -38        -85        -49
     23286        -64        -74       -100        -19        -38        -85        -47
     20040        -58        -76       -101        -20        -40        -88        -46
     -4548        -61        -77        -96        -21        -38        -86        -47
    -24466        -62        -79        -95        -21        -42        -86        -48
    -18393        -59        -76        -97        -20        -35        -85        -46
      7729        -63        -74        -95        -22        -38        -83        -46
     25197        -62        -73        -97        -20        -38        -85        -49
     15124        -60        -77        -97        -20        -35        -84        -48
    -11118        -60        -76        -95        -22        -39        -83        -50
    -25763        -58        -77        -99        -21        -38        -87        -45
    -12894        -60        -78       -100        -21        -39        -84        -48
     14238        -61        -74        -98        -18        -40        -84        -48
     25260        -60        -77       -100        -19        -38        -87        -48
      9142        -56        -79       -102        -19        -38        -87        -47
    -16830        -62        -77        -97        -16        -38        -86        -44
    -25161        -62        -78        -97        -22        -41        -84        -48
     -6363        -59        -78        -95        -22        -37        -82        -47
     19570        -60        -78       -101        -19        -40        -83        -52
     23543        -59        -78        -98        -22        -42        -85        -46
      2361        -55        -75        -98        -21        -40        -87        -52
    -21394        -61        -78        -98        -19        -41        -85        -46
    -22664        -57        -78       -100        -21        -38        -84        -50
       676        -60        -75        -96        -20        -36        -86        -48
     23282        -57        -76        -95        -25        -34        -80        -48
     20044        -61        -76        -98        -18        -40        -83        -47
     -4548        -56        -83        -98        -21        -38        -85        -44
    -24466        -64        -77        -97        -20        -40        -82        -47
    -18393        -61        -71       -102        -20        -37        -83        -49
      7727        -62        -78        -95        -21        -36        -84        -43
     25196        -58        -77        -95        -23        -41        -84        -48
     15125        -56        -75        -98        -20        -39        -83        -46
    -11113        -58        -76        -98        -22        -37        -84        -51
    -25758        -62        -77        -98        -21        -42        -82        -46
    -12891        -59        -77        -96        -24        -35        -84        -48
     14241        -56        -77        -98        -20        -40        -83        -48
     25264        -60        -76        -95        -18        -40        -88        -46
      9132        -64        -80        -94        -23        -36        -84        -50
    -16831        -60        -76       -101        -25        -35        -84        -45
    -25166        -59        -77        -99        -23        -42        -85        -50
     -6362        -59        -77        -96        -22        -36        -85        -47
     19578        -57        -76        -98        -21        -37        -85        -48
     23534        -60        -78        -97        -21        -39        -80        -50
      2365        -63        -76        -97        -24        -41        -84        -46
    -21396        -61        -77        -98        -23        -37        -85        -44
    -22665        -64        -78        -98        -21        -38        -81        -48
       675        -59        -80        -99        -22        -35        -82        -49
     23284        -61        -78        -94        -18        -37        -86        -49
     20039        -60        -77       -100        -18        -36        -84        -49
     -4549        -58        -77       -101        -20        -36        -83        -47
    -24466        -63        -78        -93        -22        -36        -83        -46
    -18394        -60        -77        -98        -23        -39        -80        -44
      7727        -61        -76        -97        -23        -40        -83        -51
     25192        -59        -79        -98        -25        -40        -85        -47
     15125        -59        -73        -97        -20        -36        -83        -49
    -11116        -57        -83        -99        -22        -38        -84        -46
    -25763        -61        -80        -99        -20        -39        -84        -48
    -12896        -62        -79        -97        -24        -39        -86        -50
     14237        -56        -77        -97        -24        -38        -87        -50
     25258        -62        -79       -100        -20        -43        -84        -47
      9137        -59        -80        -96        -20        -44        -85        -50
    -16833        -63        -76       -100        -27        -40        -84        -45
    -25167        -62        -81       -100        -19        -37        -84        -49
     -6357        -61        -74        -99        -25        -36        -81        -47
     19579        -60        -76        -99        -18        -40        -86        -47
     23538        -63        -78        -99        -22        -37        -86        -49
      2364        -62        -75        -98        -21        -38        -81        -42
    -21397        -60        -77        -98        -20        -35        -81        -47
    -22666        -63        -79        -99        -21        -37        -87        -49
       682        -60        -80        -99        -23        -38        -85        -49
     23277        -59        -81        -92        -21        -35        -85        -46
     20039        -58        -78        -97        -21        -38        -82        -48
     -4543        -60        -78        -98        -20        -38        -83        -47
    -24468        -61        -76        -97        -22        -37        -88        -46
    -18396        -59        -80        -99        -19        -36        -85        -47
      7732        -62        -77        -98        -21        -40        -80        -48
     25196        -58        -78        -99        -25        -36        -82        -49
